8.0,5601
8.5,7147
9.0,8425
9.5,10951
10.0,11800
10.5,13936
11.0,14835
11.5,16412
12.0,16763
12.5,17613
13.0,17439
13.5,17921
14.0,18605
14.5,18113
15.0,17579
15.5,16927
16.0,16526
16.5,16956
17.0,17381
17.5,19232
18.0,19127
18.5,19404
19.0,18812
19.5,18253
20.0,16497
20.5,16681
21.0,17334
21.5,17674
22.0,16469
22.5,15128
23.0,13973
23.5,12040
0,9494
0.5,6963
1.0,5611
1.5,4140
2.0,3370
2.5,2625
3.0,2093
3.5,1854
4.0,2482
4.5,2529
5.0,2968
5.5,4540
6.0,6868
6.5,10765
7.0,13095
7.5,15651
8.0,17427
8.5,18637
9.0,18614
9.5,17187
10.0,15281
10.5,15505
11.0,15168
11.5,15813
12.0,15979
12.5,16314
13.0,16002
13.5,16845
14.0,17009
14.5,17302
15.0,16649
15.5,16857
16.0,15733
16.5,15537
17.0,17362
17.5,19639
18.0,22891
18.5,22920
19.0,22941
19.5,21849
20.0,20483
20.5,18868
21.0,20235
21.5,20658
22.0,20751
22.5,18642
23.0,16106
23.5,13303
0,10611
0.5,8009
1.0,6210
1.5,4830
2.0,3753
2.5,2962
3.0,2379
3.5,2114
4.0,2232
4.5,2090
5.0,2532
5.5,4492
6.0,6830
6.5,11269
7.0,13635
7.5,16356
8.0,18449
8.5,20054
9.0,19462
9.5,19016
10.0,17349
10.5,17684
11.0,17412
11.5,17854
12.0,18649
12.5,19970
13.0,19168
13.5,19270
14.0,19463
14.5,18999
15.0,17998
15.5,17209
16.0,15581
16.5,14846
17.0,17832
17.5,21545
18.0,24769
18.5,25573
19.0,26243
19.5,25057
20.0,23381
20.5,22148
21.0,24590
21.5,24168
22.0,23364
22.5,23272
23.0,19939
23.5,17316
0,13369
0.5,10390
1.0,7994
1.5,5889
2.0,4711
2.5,3757
3.0,3066
3.5,2647
4.0,2645
4.5,2411
5.0,2600
5.5,4483
6.0,6956
6.5,11788
7.0,14098
7.5,17141
8.0,19124
8.5,20604
9.0,20114
9.5,19641
10.0,18423
10.5,18480
11.0,18318
11.5,19378
12.0,19585
12.5,19614
13.0,19295
13.5,19850
14.0,20120
14.5,19621
15.0,18809
15.5,17731
16.0,15483
16.5,15112
17.0,18183
17.5,21187
18.0,24034
18.5,25411
19.0,26528
19.5,26022
20.0,23253
20.5,25665
21.0,26600
21.5,24757
22.0,24337
22.5,24294
23.0,22087
23.5,19064
0,15542
0.5,12026
1.0,8678
1.5,7042
2.0,5355
2.5,4129
3.0,3109
3.5,2534
4.0,2788
4.5,2507
5.0,2671
5.5,4445
6.0,7163
6.5,11942
7.0,14544
7.5,17435
8.0,19254
8.5,20518
9.0,20003
9.5,19642
10.0,17626
10.5,18194
11.0,16975
11.5,18125
12.0,18555
12.5,18356
13.0,17683
13.5,18298
14.0,18613
14.5,18548
15.0,17742
15.5,16312
16.0,14782
16.5,13614
17.0,16220
17.5,18901
18.0,21794
18.5,23933
19.0,25474
19.5,24985
20.0,22877
20.5,22518
21.0,25246
21.5,25871
22.0,25324
22.5,25738
23.0,24763
23.5,23158
0,20525
0.5,17608
1.0,14436
1.5,11145
2.0,8915
2.5,7244
3.0,5856
3.5,4953
4.0,4546
4.5,3589
5.0,3516
5.5,5087
6.0,7102
6.5,10887
7.0,12988
7.5,15831
8.0,17326
8.5,19179
9.0,18805
9.5,17730
10.0,16439
10.5,16401
11.0,16240
11.5,17487
12.0,17622
12.5,17313
13.0,16647
13.5,16627
14.0,17646
14.5,17694
15.0,17661
15.5,15842
16.0,14950
16.5,13473
17.0,16633
17.5,19501
18.0,22009
18.5,23891
19.0,25196
19.5,24427
20.0,22357
20.5,22460
21.0,24066
21.5,23690
22.0,24491
22.5,25737
23.0,26688
23.5,26230
0,26300
0.5,24337
1.0,23124
1.5,20675
2.0,18663
2.5,15997
3.0,13405
3.5,11921
4.0,10203
4.5,6543
5.0,4719
5.5,3853
6.0,4116
6.5,5274
7.0,5331
7.5,6830
8.0,7303
8.5,9704
9.0,11209
9.5,13874
10.0,14548
10.5,16204
11.0,16938
11.5,18696
12.0,17585
12.5,18538
13.0,18206
13.5,17532
14.0,17657
14.5,17943
15.0,17698
15.5,18074
16.0,16920
16.5,18262
17.0,19013
17.5,19902
18.0,20449
18.5,22190
19.0,23099
19.5,22128
20.0,20110
20.5,20261
21.0,22299
21.5,21886
22.0,22600
22.5,24667
23.0,25662
23.5,25832
0,25659
0.5,24748
1.0,22552
1.5,20712
2.0,19122
2.5,16777
3.0,14475
3.5,12720
4.0,11239
4.5,7087
5.0,4896
5.5,3818
6.0,3449
6.5,3883
7.0,3810
7.5,5059
8.0,5476
8.5,7083
9.0,8153
9.5,10647
10.0,11873
10.5,14193
11.0,14938
11.5,16488
12.0,16996
12.5,17381
13.0,18173
13.5,17651
14.0,18698
14.5,18260
15.0,18181
15.5,17413
16.0,17230
16.5,18275
17.0,18883
17.5,19851
18.0,19673
18.5,20508
19.0,19557
19.5,18268
20.0,16615
20.5,16969
21.0,18252
21.5,16920
22.0,16356
22.5,15567
23.0,14278
23.5,12786
0,10323
0.5,7645
1.0,6791
1.5,5394
2.0,3694
2.5,2713
3.0,2376
3.5,2146
4.0,2250
4.5,2370
5.0,2906
5.5,4477
6.0,6446
6.5,9332
7.0,10577
7.5,11765
8.0,13452
8.5,14290
9.0,15239
9.5,14926
10.0,14475
10.5,14435
11.0,14103
11.5,15124
12.0,15376
12.5,15758
13.0,14653
13.5,15786
14.0,15554
14.5,16332
15.0,15602
15.5,14931
16.0,13817
16.5,13611
17.0,14678
17.5,16669
18.0,18171
18.5,20033
19.0,20467
19.5,20263
20.0,18901
20.5,18249
21.0,18421
21.5,17932
22.0,17568
22.5,16656
23.0,15574
23.5,13310
0,10468
0.5,7932
1.0,6080
1.5,4735
2.0,3834
2.5,2746
3.0,2244
3.5,1940
4.0,2066
4.5,2046
5.0,2295
5.5,4533
6.0,6655
6.5,11415
7.0,13863
7.5,15517
8.0,17106
8.5,18521
9.0,18016
9.5,17448
10.0,16131
10.5,16534
11.0,15744
11.5,17039
12.0,17357
12.5,16841
13.0,16797
13.5,17226
14.0,17550
14.5,17336
15.0,17343
15.5,16601
16.0,15090
16.5,14130
17.0,16356
17.5,19357
18.0,22313
18.5,23636
19.0,24822
19.5,24550
20.0,22761
20.5,23119
21.0,23658
21.5,23853
22.0,22995
22.5,21708
23.0,20231
23.5,17264
0,13549
0.5,10142
1.0,7783
1.5,6011
2.0,4935
2.5,3668
3.0,3092
3.5,2577
4.0,2772
4.5,2637
5.0,2605
5.5,4449
6.0,6912
6.5,11909
7.0,14184
7.5,17246
8.0,18393
8.5,19797
9.0,19101
9.5,18889
10.0,16897
10.5,16922
11.0,16218
11.5,17511
12.0,17941
12.5,17203
13.0,16879
13.5,17733
14.0,17587
14.5,17564
15.0,17003
15.5,15725
16.0,13832
16.5,12826
17.0,15603
17.5,18935
18.0,21175
18.5,22980
19.0,24644
19.5,24938
20.0,24095
20.5,23952
21.0,24913
21.5,25138
22.0,24972
22.5,23605
23.0,22758
23.5,19560
0,15486
0.5,12362
1.0,9401
1.5,7131
2.0,5949
2.5,4722
3.0,3792
3.5,3266
4.0,3267
4.5,2605
5.0,2562
5.5,4595
6.0,7263
6.5,11825
7.0,13863
7.5,16898
8.0,18741
8.5,20117
9.0,19185
9.5,17821
10.0,16721
10.5,16869
11.0,16188
11.5,17325
12.0,17849
12.5,17746
13.0,17208
13.5,17848
14.0,18132
14.5,18019
15.0,17120
15.5,15410
16.0,13868
16.5,13146
17.0,15734
17.5,18139
18.0,20969
18.5,23287
19.0,24723
19.5,25186
20.0,24192
20.5,24605
21.0,25805
21.5,25969
22.0,25593
22.5,24695
23.0,24316
23.5,23050
0,20138
0.5,17252
1.0,14103
1.5,10859
2.0,9242
2.5,7122
3.0,5763
3.5,4912
4.0,4648
4.5,3673
5.0,3322
5.5,4968
6.0,7209
6.5,11113
7.0,13143
7.5,15932
8.0,17355
8.5,19462
9.0,18581
9.5,18123
10.0,16476
10.5,16964
11.0,16009
11.5,16890
12.0,17069
12.5,16779
13.0,16654
13.5,16580
14.0,17407
14.5,17037
15.0,16651
15.5,15324
16.0,12987
16.5,12845
17.0,15439
17.5,18280
18.0,20439
18.5,22588
19.0,24047
19.5,23745
20.0,22420
20.5,23260
21.0,23454
21.5,22822
22.0,23704
22.5,24940
23.0,25951
23.5,25479
0,25234
0.5,23378
1.0,22180
1.5,20497
2.0,18933
2.5,17041
3.0,14983
3.5,12488
4.0,10554
4.5,6425
5.0,4384
5.5,3611
6.0,3904
6.5,5204
7.0,5624
7.5,7264
8.0,7501
8.5,9344
9.0,10021
9.5,12227
10.0,12203
10.5,14669
11.0,14849
11.5,16363
12.0,16489
12.5,17237
13.0,17955
13.5,17713
14.0,17418
14.5,17679
15.0,18014
15.5,18031
16.0,17643
16.5,17167
17.0,18409
17.5,20034
18.0,21113
18.5,21487
19.0,22872
19.5,22995
20.0,20896
20.5,21411
21.0,21273
21.5,21628
22.0,21872
22.5,23457
23.0,24958
23.5,24984
0,24613
0.5,23468
1.0,22125
1.5,22220
2.0,20171
2.5,17690
3.0,14908
3.5,13465
4.0,11663
4.5,6997
5.0,4810
5.5,3650
6.0,3561
6.5,4060
7.0,4382
7.5,5741
8.0,6722
8.5,7857
9.0,8424
9.5,10636
10.0,11811
10.5,13776
11.0,14821
11.5,16169
12.0,16715
12.5,17652
13.0,17360
13.5,17167
14.0,18546
14.5,17882
15.0,17268
15.5,17322
16.0,16500
16.5,16446
17.0,17317
17.5,18472
18.0,19503
18.5,19622
19.0,18900
19.5,17188
20.0,16880
20.5,17035
21.0,16790
21.5,17007
22.0,15893
22.5,14672
23.0,12667
23.5,10905
0,8882
0.5,6896
1.0,5417
1.5,4245
2.0,3478
2.5,2525
3.0,2288
3.5,2114
4.0,2212
4.5,2303
5.0,2482
5.5,4420
6.0,6426
6.5,10775
7.0,12795
7.5,15762
8.0,17271
8.5,18418
9.0,18214
9.5,17223
10.0,15029
10.5,15614
11.0,15026
11.5,16170
12.0,16111
12.5,16049
13.0,16084
13.5,16640
14.0,16634
14.5,17210
15.0,16546
15.5,16798
16.0,15124
16.5,14870
17.0,16956
17.5,18613
18.0,21126
18.5,22510
19.0,22568
19.5,21668
20.0,21659
20.5,21278
21.0,21346
21.5,20247
22.0,19945
22.5,17601
23.0,15750
23.5,12897
0,10385
0.5,8125
1.0,6294
1.5,4485
2.0,3669
2.5,3097
3.0,2484
3.5,2011
4.0,2175
4.5,2108
5.0,2252
5.5,4131
6.0,6599
6.5,11040
7.0,13290
7.5,16754
8.0,18504
8.5,19897
9.0,19208
9.5,18253
10.0,16976
10.5,16888
11.0,16080
11.5,17328
12.0,17901
12.5,18121
13.0,17478
13.5,18616
14.0,18576
14.5,18465
15.0,17373
15.5,16457
16.0,14626
16.5,13466
17.0,16213
17.5,18715
18.0,21356
18.5,22899
19.0,23782
19.5,22778
20.0,22401
20.5,22986
21.0,23340
21.5,24046
22.0,22726
22.5,20819
23.0,19149
23.5,16406
0,13399
0.5,10273
1.0,7723
1.5,5860
2.0,4664
2.5,3875
3.0,3057
3.5,2675
4.0,2803
4.5,2364
5.0,2602
5.5,4488
6.0,6944
6.5,11761
7.0,14631
7.5,17455
8.0,19107
8.5,19737
9.0,18707
9.5,18466
10.0,16630
10.5,17291
11.0,15977
11.5,17643
12.0,17959
12.5,17652
13.0,17197
13.5,17949
14.0,17918
14.5,17534
15.0,17350
15.5,16327
16.0,14582
16.5,13374
17.0,16090
17.5,18989
18.0,21429
18.5,23892
19.0,24481
19.5,24197
20.0,23556
20.5,23555
21.0,24355
21.5,24699
22.0,23955
22.5,22754
23.0,21450
23.5,18427
0,15411
0.5,11851
1.0,9317
1.5,6973
2.0,5807
2.5,4812
3.0,3738
3.5,3108
4.0,3199
4.5,2642
5.0,2704
5.5,4812
6.0,6873
6.5,11765
7.0,13641
7.5,17052
8.0,18252
8.5,19400
9.0,18455
9.5,18277
10.0,16719
10.5,16764
11.0,16636
11.5,18205
12.0,18034
12.5,17700
13.0,16970
13.5,17983
14.0,18230
14.5,18073
15.0,17471
15.5,15872
16.0,13784
16.5,13341
17.0,15857
17.5,18396
18.0,21500
18.5,23368
19.0,24977
19.5,24747
20.0,23895
20.5,24153
21.0,24778
21.5,24533
22.0,24478
22.5,24253
23.0,23299
23.5,22155
0,19329
0.5,15933
1.0,13410
1.5,10614
2.0,8934
2.5,7079
3.0,5803
3.5,4992
4.0,4555
4.5,3601
5.0,3643
5.5,4924
6.0,6649
6.5,10748
7.0,12731
7.5,15178
8.0,16731
8.5,18521
9.0,17924
9.5,17129
10.0,15820
10.5,16405
11.0,15710
11.5,16406
12.0,17040
12.5,16998
13.0,16524
13.5,17157
14.0,17341
14.5,17716
15.0,17135
15.5,15591
16.0,13942
16.5,13215
17.0,16320
17.5,19539
18.0,21553
18.5,23100
19.0,24705
19.5,23913
20.0,22283
20.5,22808
21.0,22239
21.5,21989
22.0,22689
22.5,23756
23.0,24182
23.5,24184
0,23849
0.5,22495
1.0,20367
1.5,18368
2.0,17499
2.5,15607
3.0,13502
3.5,11670
4.0,9956
4.5,5950
5.0,4023
5.5,3499
6.0,3663
6.5,4608
7.0,5226
7.5,6154
8.0,7082
8.5,8917
9.0,9965
9.5,12488
10.0,12845
10.5,14960
11.0,15195
11.5,16331
12.0,16385
12.5,16704
13.0,17450
13.5,17458
14.0,16849
14.5,16880
15.0,16951
15.5,16926
16.0,16376
16.5,16454
17.0,17768
17.5,19335
18.0,20035
18.5,21023
19.0,21977
19.5,20987
20.0,19159
20.5,19801
21.0,20361
21.5,20651
22.0,20833
22.5,22467
23.0,23285
23.5,23652
0,23701
0.5,21532
1.0,20557
1.5,18415
2.0,17813
2.5,16223
3.0,13777
3.5,11818
4.0,10499
4.5,6180
5.0,4096
5.5,3476
6.0,3259
6.5,3468
7.0,3690
7.5,5047
8.0,5503
8.5,6667
9.0,8014
9.5,10532
10.0,11486
10.5,13733
11.0,14525
11.5,15314
12.0,16013
12.5,16268
13.0,16610
13.5,16496
14.0,16885
14.5,16396
15.0,15796
15.5,15545
16.0,15642
16.5,15531
17.0,16410
17.5,17684
18.0,17992
18.5,18285
19.0,17697
19.5,16452
20.0,16195
20.5,16545
21.0,15989
21.5,15763
22.0,14767
22.5,14157
23.0,12939
23.5,11801
0,9595
0.5,7267
1.0,5616
1.5,4253
2.0,3261
2.5,2770
3.0,2240
3.5,2084
4.0,2407
4.5,2262
5.0,2728
5.5,4273
6.0,6194
6.5,10158
7.0,12697
7.5,14281
8.0,16009
8.5,17659
9.0,17250
9.5,16687
10.0,14465
10.5,14373
11.0,14599
11.5,15212
12.0,16026
12.5,15526
13.0,15672
13.5,16419
14.0,16083
14.5,16352
15.0,16535
15.5,16248
16.0,14959
16.5,14201
17.0,16142
17.5,18163
18.0,20715
18.5,21256
19.0,21528
19.5,20720
20.0,20604
20.5,19786
21.0,19471
